Tiempo,Flexo-extensión hombro derecho_X,Flexo-extensión hombro derecho_Y,Abducción-aducción hombro derecho_X,Abducción-aducción hombro derecho_Y,Flexo-extensión codo derecho_X,Flexo-extensión codo derecho_Y,Flexo-extensión muñeca derecha_X,Flexo-extensión muñeca derecha_Y,Desviación radiocubital muñeca derecha_X,Desviación radiocubital muñeca derecha_Y
0.00000,-1.78848,-0.33038,90.64937,-0.03624,-1.76536,0.41890,-0.27280,-0.13013,0.75106,-0.08696
0.01000,-1.79132,-0.33038,90.64924,-0.03624,-1.76162,0.41890,-0.27410,-0.13013,0.75030,-0.08696
0.02000,-1.79509,-0.42493,90.64864,-0.08507,-1.75698,0.50954,-0.27540,-0.12650,0.74932,-0.10655
0.03000,-1.79982,-0.51920,90.64754,-0.13733,-1.75143,0.59879,-0.27663,-0.11635,0.74817,-0.12256
0.04000,-1.80547,-0.60766,90.64590,-0.18768,-1.74501,0.68223,-0.27773,-0.10142,0.74687,-0.13295
0.05000,-1.81197,-0.68499,90.64378,-0.23117,-1.73779,0.75502,-0.27866,-0.08474,0.74551,-0.13604
0.06000,-1.81917,-0.74684,90.64127,-0.26436,-1.72991,0.81230,-0.27943,-0.06999,0.74415,-0.13050
0.07000,-1.82691,-0.79035,90.63850,-0.28419,-1.72154,0.84968,-0.28006,-0.06070,0.74290,-0.11529
0.08000,-1.83498,-0.81456,90.63559,-0.29068,-1.71291,0.86387,-0.28064,-0.05935,0.74185,-0.08965
0.09000,-1.84320,-0.82048,90.63268,-0.28610,-1.70426,0.85318,-0.28125,-0.06676,0.74110,-0.05327
0.10000,-1.85139,-0.81088,90.62987,-0.27504,-1.69585,0.81796,-0.28197,-0.08182,0.74078,-0.00664
0.11000,-1.85941,-0.78972,90.62718,-0.26207,-1.68791,0.76079,-0.28288,-0.10172,0.74097,0.04858
0.12000,-1.86718,-0.76151,90.62463,-0.25215,-1.68063,0.68645,-0.28401,-0.12260,0.74175,0.10959
0.13000,-1.87464,-0.73067,90.62214,-0.24948,-1.67418,0.60163,-0.28534,-0.14052,0.74316,0.17273
