Tiempo,Flexo-extensión hombro derecho_X,Flexo-extensión hombro derecho_Y,Abducción-aducción hombro derecho_X,Abducción-aducción hombro derecho_Y,Flexo-extensión codo derecho_X,Flexo-extensión codo derecho_Y,Flexo-extensión muñeca derecha_X,Flexo-extensión muñeca derecha_Y,Desviación radiocubital muñeca derecha_X,Desviación radiocubital muñeca derecha_Y
0.00000,13.16097,-0.76213,95.31033,1.10779,-1.54418,-0.64285,5.93469,-0.30689,-12.06807,-0.82698
0.01000,13.15374,-0.76213,95.32091,1.10779,-1.55052,-0.64285,5.93143,-0.30689,-12.07595,-0.82698
0.02000,13.14573,-0.82521,95.33248,1.18561,-1.55704,-0.64095,5.92855,-0.25427,-12.08461,-0.89488
0.03000,13.13724,-0.85139,95.34462,1.21803,-1.56334,-0.59760,5.92635,-0.17452,-12.09384,-0.93994
0.04000,13.12870,-0.83427,95.35684,1.20087,-1.56899,-0.50982,5.92506,-0.07370,-12.10341,-0.96312
0.05000,13.12055,-0.77105,95.36864,1.13411,-1.57354,-0.37727,5.92487,0.03767,-12.11311,-0.96765
0.06000,13.11328,-0.66299,95.37952,1.02272,-1.57653,-0.20247,5.92582,0.14565,-12.12276,-0.95792
0.07000,13.10730,-0.51527,95.38909,0.87433,-1.57758,0.00896,5.92779,0.23532,-12.13227,-0.93808
0.08000,13.10297,-0.33655,95.39701,0.69847,-1.57636,0.24779,5.93052,0.29347,-12.14153,-0.91052
0.09000,13.10056,-0.13781,95.40306,0.50735,-1.57263,0.50128,5.93366,0.31109,-12.15048,-0.87519
0.10000,13.10021,0.06928,95.40716,0.31281,-1.56633,0.75366,5.93675,0.28527,-12.15903,-0.83013
0.11000,13.10195,0.27351,95.40932,0.12398,-1.55756,0.98764,5.93936,0.21982,-12.16708,-0.77252
0.12000,13.10569,0.46487,95.40964,-0.05074,-1.54658,1.18637,5.94114,0.12474,-12.17448,-0.70004
0.13000,13.11125,0.63529,95.40830,-0.20638,-1.53383,1.33556,5.94186,0.01431,-12.18108,-0.61212
0.14000,13.11839,0.77891,95.40551,-0.34142,-1.51987,1.42518,5.94143,-0.09575,-12.18672,-0.51079
0.15000,13.12683,0.89221,95.40147,-0.45509,-1.50532,1.45054,5.93994,-0.19131,-12.19129,-0.40102
0.16000,13.13624,0.97427,95.39641,-0.54932,-1.49086,1.41275,5.93760,-0.26181,-12.19474,-0.29068
0.17000,13.14631,1.02639,95.39049,-0.62675,-1.47707,1.31841,5.93470,-0.30115,-12.19711,-0.18940
0.18000,13.15676,1.05162,95.38387,-0.69084,-1.46449,1.17891,5.93158,-0.30723,-12.19853,-0.10791
