Tiempo,Flexo-extensión hombro derecho_X,Flexo-extensión hombro derecho_Y,Abducción-aducción hombro derecho_X,Abducción-aducción hombro derecho_Y,Flexo-extensión codo derecho_X,Flexo-extensión codo derecho_Y,Flexo-extensión muñeca derecha_X,Flexo-extensión muñeca derecha_Y,Desviación radiocubital muñeca derecha_X,Desviación radiocubital muñeca derecha_Y
0.00000,12.08982,-0.40364,93.40839,1.07422,12.31656,-0.72956,93.34284,-0.48981,110.44416,-0.14229
0.01000,12.08578,-0.40364,93.41888,1.07422,12.30965,-0.72956,93.33837,-0.48981,110.44295,-0.14229
0.02000,12.08174,-0.39201,93.42987,1.09520,12.30196,-0.79541,93.33305,-0.57220,110.44131,-0.18501
0.03000,12.07794,-0.35663,93.44078,1.05400,12.29374,-0.83656,93.32693,-0.64621,110.43925,-0.22812
0.04000,12.07461,-0.29988,93.45095,0.94757,12.28523,-0.85211,93.32012,-0.71030,110.43675,-0.26817
0.05000,12.07194,-0.22745,93.45973,0.77896,12.27670,-0.84510,93.31272,-0.76523,110.43388,-0.30060
0.06000,12.07006,-0.14763,93.46653,0.55733,12.26833,-0.82211,93.30482,-0.81367,110.43074,-0.32120
0.07000,12.06899,-0.07005,93.47088,0.29831,12.26025,-0.79255,93.29645,-0.85831,110.42746,-0.32578
0.08000,12.06866,-0.00420,93.47250,0.01984,12.25248,-0.76690,93.28765,-0.89798,110.42422,-0.31090
0.09000,12.06891,0.04230,93.47128,-0.25826,12.24492,-0.75459,93.27849,-0.92888,110.42124,-0.27809
0.10000,12.06951,0.06480,93.46733,-0.51689,12.23739,-0.76261,93.26907,-0.94643,110.41866,-0.23232
0.11000,12.07020,0.06232,93.46094,-0.74043,12.22966,-0.79470,93.25956,-0.94795,110.41660,-0.18158
0.12000,12.07075,0.03695,93.45252,-0.91820,12.22149,-0.85120,93.25011,-0.93384,110.41503,-0.13885
0.13000,12.07094,-0.00725,93.44257,-1.04370,12.21264,-0.92988,93.24088,-0.90752,110.41382,-0.11559
0.14000,12.07061,-0.06557,93.43165,-1.11580,12.20290,-1.02725,93.23196,-0.87395,110.41272,-0.11864
