Tiempo,Flexo-extensión hombro derecho_X,Flexo-extensión hombro derecho_Y,Abducción-aducción hombro derecho_X,Abducción-aducción hombro derecho_Y,Flexo-extensión codo derecho_X,Flexo-extensión codo derecho_Y,Flexo-extensión muñeca derecha_X,Flexo-extensión muñeca derecha_Y,Desviación radiocubital muñeca derecha_X,Desviación radiocubital muñeca derecha_Y
0.00000,0.66668,0.50792,92.88658,-0.14648,0.62547,-0.86378,1.04155,-0.15702,-0.28710,0.22513
0.01000,0.67100,0.50792,92.88519,-0.14648,0.61707,-0.86378,1.04006,-0.15702,-0.28503,0.22513
0.02000,0.67684,0.62914,92.88365,-0.15984,0.60819,-0.89530,1.03841,-0.17092,-0.28259,0.26290
0.03000,0.68358,0.66143,92.88199,-0.17242,0.59916,-0.89516,1.03664,-0.18097,-0.27977,0.30244
0.04000,0.69007,0.55314,92.88020,-0.18501,0.59029,-0.86665,1.03479,-0.18691,-0.27655,0.34495
0.05000,0.69464,0.24994,92.87829,-0.19760,0.58183,-0.81645,1.03290,-0.18839,-0.27287,0.39196
0.06000,0.69507,-0.29930,92.87625,-0.20981,0.57396,-0.75307,1.03102,-0.18480,-0.26871,0.44468
0.07000,0.68866,-1.13580,92.87409,-0.22087,0.56677,-0.68528,1.02920,-0.17544,-0.26398,0.50338
0.08000,0.67235,-2.28344,92.87183,-0.23003,0.56025,-0.62057,1.02751,-0.15991,-0.25864,0.56696
0.09000,0.64299,-3.74126,92.86949,-0.23766,0.55436,-0.56430,1.02601,-0.13840,-0.25264,0.63276
0.10000,0.59753,-5.47605,92.86708,-0.24414,0.54897,-0.51930,1.02474,-0.11185,-0.24598,0.69690
0.11000,0.53347,-7.41647,92.86461,-0.24986,0.54397,-0.48623,1.02377,-0.08180,-0.23870,0.75475
0.12000,0.44920,-9.45033,92.86208,-0.25597,0.53924,-0.46405,1.02311,-0.04994,-0.23089,0.80161
0.13000,0.34446,-11.42727,92.85949,-0.26321,0.53469,-0.45045,1.02277,-0.01793,-0.22267,0.83335
0.14000,0.22065,-13.16915,92.85682,-0.27199,0.53023,-0.44211,1.02275,0.01273,-0.21422,0.84687
0.15000,0.08108,-14.49069,92.85405,-0.28305,0.52585,-0.43480,1.02302,0.04067,-0.20573,0.84037
0.16000,-0.06916,-15.23095,92.85116,-0.29678,0.52154,-0.42345,1.02356,0.06471,-0.19741,0.81332
0.17000,-0.22354,-15.29048,92.84811,-0.31395,0.51738,-0.40242,1.02432,0.08377,-0.18947,0.76629
0.18000,-0.37497,-14.65872,92.84488,-0.33531,0.51349,-0.36599,1.02524,0.09686,-0.18209,0.70054
0.19000,-0.51672,-13.41567,92.84141,-0.36163,0.51006,-0.30891,1.02626,0.10275,-0.17546,0.61783
0.20000,-0.64328,-11.70754,92.83765,-0.39444,0.50731,-0.22720,1.02729,0.09975,-0.16973,0.52044
0.21000,-0.75087,-9.71183,92.83352,-0.43488,0.50551,-0.11880,1.02825,0.08568,-0.16505,0.41134
0.22000,-0.83752,-7.60688,92.82895,-0.48485,0.50494,0.01570,1.02901,0.05827,-0.16150,0.29459
0.23000,-0.90301,-5.55124,92.82382,-0.54550,0.50583,0.17255,1.02942,0.01611,-0.15916,0.17545
0.24000,-0.94854,-3.67231,92.81804,-0.61684,0.50839,0.34457,1.02933,-0.04059,-0.15800,0.06019
0.25000,-0.97645,-2.06177,92.81149,-0.69885,0.51272,0.52137,1.02860,-0.10957,-0.15795,-0.04441
0.26000,-0.98978,-0.77589,92.80406,-0.79079,0.51881,0.68983,1.02714,-0.18677,-0.15888,-0.13181
0.27000,-0.99197,0.16139,92.79567,-0.89111,0.52652,0.83521,1.02487,-0.26688,-0.16059,-0.19635
0.28000,-0.98655,0.75406,92.78624,-0.99678,0.53552,0.94259,1.02180,-0.34418,-0.16281,-0.23381
0.29000,-0.97689,1.02929,92.77573,-1.10588,0.54537,0.99885,1.01799,-0.41329,-0.16526,-0.24171
