Tiempo,Flexo-extensión hombro derecho_X,Flexo-extensión hombro derecho_Y,Abducción-aducción hombro derecho_X,Abducción-aducción hombro derecho_Y,Flexo-extensión codo derecho_X,Flexo-extensión codo derecho_Y,Flexo-extensión muñeca derecha_X,Flexo-extensión muñeca derecha_Y,Desviación radiocubital muñeca derecha_X,Desviación radiocubital muñeca derecha_Y
0.00000,-33.47723,11.59039,56.03977,-9.96361,51.96915,-0.73128,18.04878,22.93282,-14.99596,15.06357
0.01000,-33.37295,11.59039,55.94704,-9.96361,51.96234,-0.73128,18.24312,22.93282,-14.85465,15.06357
0.02000,-33.24542,13.89332,55.84050,-11.21311,51.95453,-0.83447,18.50744,30.11675,-14.69469,16.72812
0.03000,-33.09509,16.10374,55.72278,-12.15286,51.94565,-0.95234,18.84546,37.46700,-14.52009,17.95039
0.04000,-32.92335,18.13011,55.59744,-12.70657,51.93548,-1.10569,19.25678,44.54269,-14.33568,18.67046
0.05000,-32.73248,19.89269,55.46865,-12.81910,51.92353,-1.32866,19.73631,50.86126,-14.14668,18.87336
0.06000,-32.52549,21.32931,55.34106,-12.45632,51.90891,-1.66817,20.27401,55.94244,-13.95821,18.58454
0.07000,-32.30590,22.39971,55.21952,-11.60469,51.89017,-2.18391,20.85516,59.36117,-13.77499,17.86127
0.08000,-32.07750,23.08979,55.10896,-10.26726,51.86523,-2.94247,21.46123,60.79960,-13.60099,16.78433
0.09000,-31.84410,23.41423,55.01418,-8.46329,51.83132,-4.01020,22.07115,60.09045,-13.43930,15.45119
0.10000,-31.60921,23.41623,54.93970,-6.22692,51.78503,-5.44662,22.66304,57.24087,-13.29196,13.97085
0.11000,-31.37578,23.16408,54.88964,-3.60470,51.72239,-7.29389,23.21597,52.42968,-13.15988,12.45651
0.12000,-31.14593,22.74466,54.86760,-0.65460,51.63915,-9.56898,23.71163,45.97826,-13.04283,11.01336
0.13000,-30.92088,22.25647,54.87655,2.55737,51.53101,-12.25891,24.13553,38.30385,-12.93962,9.72409
0.14000,-30.70080,21.80223,54.91875,5.96085,51.39397,-15.31868,24.47771,29.86698,-12.84835,8.63743
0.15000,-30.48484,21.48199,54.99577,9.48544,51.22464,-18.67542,24.73287,21.12007,-12.76687,7.76520
0.16000,-30.27116,21.38882,55.10846,13.06477,51.02046,-22.23701,24.90011,12.46691,-12.69305,7.08885
0.17000,-30.05706,21.60654,55.25706,16.63704,50.77990,-25.90370,24.98221,4.23594,-12.62509,6.57268
0.18000,-29.83903,22.20802,55.44120,20.14751,50.50239,-29.57802,24.98483,-3.33338,-12.56159,6.17809
0.19000,-29.61290,23.25325,55.66001,23.54794,50.18834,-33.17547,24.91554,-10.09073,-12.50153,5.87525
0.20000,-29.37397,24.78590,55.91216,26.79653,49.83888,-36.63177,24.78301,-15.96546,-12.44409,5.64952
0.21000,-29.11718,26.82819,56.19594,29.85897,49.45570,-39.90555,24.59624,-20.95242,-12.38854,5.50299
0.22000,-28.83740,29.37441,56.50934,32.70836,49.04077,-42.98210,24.36397,-25.09813,-12.33403,5.45259
0.23000,-28.52970,32.38621,56.85011,35.32829,48.59606,-45.87250,24.09427,-28.48930,-12.27949,5.52497
0.24000,-28.18968,35.79216,57.21590,37.71362,48.12332,-48.60878,23.79418,-31.24447,-12.22353,5.74965
