Tiempo,Flexo-extensión hombro derecho_X,Flexo-extensión hombro derecho_Y,Abducción-aducción hombro derecho_X,Abducción-aducción hombro derecho_Y,Flexo-extensión codo derecho_X,Flexo-extensión codo derecho_Y,Flexo-extensión muñeca derecha_X,Flexo-extensión muñeca derecha_Y,Desviación radiocubital muñeca derecha_X,Desviación radiocubital muñeca derecha_Y
0.00000,-0.83737,0.23500,90.37693,0.38223,-0.09222,0.20184,0.76099,0.04037,-0.41977,0.13145
0.01000,-0.83524,0.23500,90.38052,0.38223,-0.09051,0.20184,0.76131,0.04037,-0.41854,0.13145
0.02000,-0.83267,0.27598,90.38457,0.41733,-0.08818,0.26314,0.76180,0.06043,-0.41714,0.14570
0.03000,-0.82972,0.30768,90.38887,0.42725,-0.08525,0.31970,0.76251,0.08601,-0.41562,0.15517
0.04000,-0.82652,0.32705,90.39312,0.40588,-0.08179,0.36644,0.76352,0.11625,-0.41404,0.15903
0.05000,-0.82318,0.33316,90.39699,0.34981,-0.07792,0.39948,0.76484,0.14852,-0.41244,0.15700
0.06000,-0.81985,0.32773,90.40012,0.26054,-0.07380,0.41681,0.76649,0.17831,-0.41090,0.14949
0.07000,-0.81663,0.31510,90.40220,0.14496,-0.06959,0.41833,0.76841,0.19985,-0.40945,0.13756
0.08000,-0.81355,0.30138,90.40302,0.01144,-0.06543,0.40536,0.77048,0.20735,-0.40815,0.12272
0.09000,-0.81060,0.29346,90.40243,-0.12894,-0.06148,0.37983,0.77255,0.19645,-0.40700,0.10665
0.10000,-0.80768,0.29792,90.40044,-0.26436,-0.05784,0.34350,0.77441,0.16554,-0.40601,0.09093
0.11000,-0.80464,0.32024,90.39714,-0.38567,-0.05461,0.29765,0.77586,0.11634,-0.40518,0.07692
0.12000,-0.80128,0.36388,90.39272,-0.48599,-0.05188,0.24308,0.77674,0.05366,-0.40447,0.06576
0.13000,-0.79736,0.42977,90.38742,-0.56152,-0.04975,0.18079,0.77694,-0.01574,-0.40386,0.05840
0.14000,-0.79268,0.51606,90.38149,-0.61378,-0.04827,0.11281,0.77642,-0.08493,-0.40331,0.05561
0.15000,-0.78704,0.61852,90.37514,-0.64774,-0.04749,0.04288,0.77524,-0.14837,-0.40275,0.05796
0.16000,-0.78031,0.73129,90.36854,-0.66910,-0.04741,-0.02333,0.77346,-0.20289,-0.40215,0.06574
0.17000,-0.77242,0.84777,90.36176,-0.68550,-0.04796,-0.07885,0.77118,-0.24757,-0.40144,0.07892
0.18000,-0.76336,0.96137,90.35483,-0.70419,-0.04899,-0.11653,0.76851,-0.28285,-0.40057,0.09714
0.19000,-0.75319,1.06611,90.34768,-0.73051,-0.05029,-0.13053,0.76552,-0.30962,-0.39949,0.11962
0.20000,-0.74203,1.15723,90.34022,-0.76675,-0.05160,-0.11778,0.76231,-0.32853,-0.39818,0.14512
0.21000,-0.73004,1.23163,90.33234,-0.81520,-0.05264,-0.07875,0.75895,-0.34002,-0.39659,0.17193
0.22000,-0.71740,1.28807,90.32391,-0.87585,-0.05317,-0.01757,0.75551,-0.34451,-0.39474,0.19795
0.23000,-0.70428,1.32682,90.31483,-0.94681,-0.05300,0.05861,0.75206,-0.34269,-0.39263,0.22091
0.24000,-0.69086,1.34903,90.30498,-1.02615,-0.05200,0.14096,0.74866,-0.33536,-0.39032,0.23864
0.25000,-0.67730,1.35594,90.29430,-1.11008,-0.05018,0.22035,0.74535,-0.32304,-0.38786,0.24935
0.26000,-0.66375,1.34847,90.28278,-1.19438,-0.04759,0.28866,0.74220,-0.30547,-0.38533,0.25190
0.27000,-0.65033,1.32707,90.27042,-1.27449,-0.04440,0.33962,0.73925,-0.28123,-0.38282,0.24587
0.28000,-0.63720,1.29200,90.25729,-1.34621,-0.04080,0.36905,0.73657,-0.24799,-0.38041,0.23165
0.29000,-0.62449,1.24356,90.24349,-1.40533,-0.03702,0.37485,0.73429,-0.20309,-0.37819,0.21035
0.30000,-0.61233,1.18252,90.22918,-1.44882,-0.03331,0.35681,0.73251,-0.14422,-0.37621,0.18381
0.31000,-0.60084,1.11052,90.21452,-1.47438,-0.02989,0.31647,0.73140,-0.06965,-0.37451,0.15472
0.32000,-0.59012,1.03029,90.19969,-1.47972,-0.02698,0.25708,0.73112,0.02206,-0.37311,0.12672
0.33000,-0.58024,0.94567,90.18492,-1.46370,-0.02474,0.18356,0.73184,0.13262,-0.37198,0.10445
0.34000,-0.57121,0.86116,90.17042,-1.42555,-0.02331,0.10216,0.73377,0.26453,-0.37102,0.09336
0.35000,-0.56301,0.78119,90.15641,-1.36375,-0.02270,0.01970,0.73713,0.42084,-0.37011,0.09919
0.36000,-0.55559,0.70923,90.14314,-1.27831,-0.02291,-0.05736,0.74219,0.60435,-0.36904,0.12712
0.37000,-0.54883,0.64710,90.13084,-1.17073,-0.02385,-0.12402,0.74922,0.81631,-0.36757,0.18091
0.38000,-0.54264,0.59468,90.11973,-1.04523,-0.02539,-0.17749,0.75851,1.05504,-0.36542,0.26204
0.39000,-0.53694,0.55009,90.10994,-0.90714,-0.02740,-0.21742,0.77032,1.31488,-0.36233,0.36904
0.40000,-0.53164,0.51018,90.10159,-0.76294,-0.02974,-0.24548,0.78481,1.58594,-0.35804,0.49736
0.41000,-0.52673,0.47113,90.09468,-0.61951,-0.03231,-0.26461,0.80204,1.85500,-0.35238,0.63982
0.42000,-0.52222,0.42903,90.08920,-0.48409,-0.03503,-0.27809,0.82191,2.10748,-0.34525,0.78757
0.43000,-0.51815,0.38030,90.08500,-0.36278,-0.03787,-0.28855,0.84419,2.32991,-0.33663,0.93108
0.44000,-0.51461,0.32230,90.08194,-0.25673,-0.04080,-0.29736,0.86851,2.51169,-0.32662,1.06101
0.45000,-0.51171,0.25378,90.07986,-0.16670,-0.04382,-0.30435,0.89442,2.64559,-0.31541,1.16864
0.46000,-0.50954,0.17532,90.07861,-0.09003,-0.04689,-0.30825,0.92142,2.72694,-0.30325,1.24636
0.47000,-0.50820,0.08948,90.07806,-0.02174,-0.04998,-0.30753,0.94896,2.75216,-0.29048,1.28823
0.48000,-0.50775,0.00040,90.07817,0.04349,-0.05304,-0.30134,0.97646,2.71741,-0.27749,1.29093
0.49000,-0.50819,-0.08696,90.07893,0.11063,-0.05601,-0.29013,1.00331,2.61759,-0.26466,1.25474
0.50000,-0.50949,-0.16772,90.08038,0.18234,-0.05884,-0.27557,1.02882,2.44573,-0.25239,1.18423
0.51000,-0.51155,-0.23796,90.08258,0.25864,-0.06152,-0.25996,1.05222,2.19260,-0.24098,1.08839
0.52000,-0.51425,-0.29507,90.08556,0.33760,-0.06404,-0.24523,1.07267,1.84658,-0.23062,0.97982
0.53000,-0.51745,-0.33789,90.08933,0.41618,-0.06643,-0.23199,1.08916,1.39369,-0.22138,0.87328
0.54000,-0.52100,-0.36656,90.09388,0.48904,-0.06868,-0.21899,1.10054,0.81822,-0.21316,0.78382
0.55000,-0.52478,-0.38216,90.09911,0.55237,-0.07080,-0.20318,1.10552,0.10423,-0.20571,0.72491
0.56000,-0.52865,-0.38647,90.10493,0.60234,-0.07275,-0.18050,1.10263,-0.76212,-0.19866,0.70692
0.57000,-0.53251,-0.38160,90.11116,0.63591,-0.07441,-0.14697,1.09028,-1.78970,-0.19157,0.73593
0.58000,-0.53628,-0.36982,90.11765,0.65231,-0.07569,-0.09990,1.06683,-2.97921,-0.18394,0.81320
0.59000,-0.53990,-0.35329,90.12421,0.65155,-0.07641,-0.03876,1.03069,-4.32044,-0.17530,0.93511
0.60000,-0.54335,-0.33400,90.13068,0.63400,-0.07646,0.03449,0.98042,-5.79008,-0.16524,1.09387
0.61000,-0.54658,-0.31375,90.13689,0.60081,-0.07572,0.11564,0.91489,-7.35075,-0.15343,1.27879
0.62000,-0.54962,-0.29442,90.14269,0.55389,-0.07415,0.19902,0.83341,-8.95156,-0.13966,1.47794
0.63000,-0.55247,-0.27831,90.14796,0.49629,-0.07174,0.27866,0.73586,-10.53048,-0.12387,1.67975
0.64000,-0.55519,-0.26817,90.15262,0.43068,-0.06857,0.34945,0.62280,-12.01858,-0.10607,1.87402
0.65000,-0.55784,-0.26694,90.15658,0.36049,-0.06475,0.40813,0.49549,-13.34588,-0.08639,2.05220
0.66000,-0.56053,-0.27694,90.15983,0.28915,-0.06041,0.45368,0.35588,-14.44808,-0.06502,2.20709
0.67000,-0.56337,-0.29908,90.16236,0.21973,-0.05568,0.48716,0.20653,-15.27313,-0.04225,2.33256
0.68000,-0.56651,-0.33224,90.16422,0.15526,-0.05067,0.51106,0.05042,-15.78618,-0.01837,2.42344
0.69000,-0.57002,-0.37312,90.16547,0.09689,-0.04546,0.52834,-0.10920,-15.97211,0.00622,2.47570
0.70000,-0.57397,-0.41668,90.16616,0.04501,-0.04010,0.54165,-0.26902,-15.83500,0.03114,2.48648
0.71000,-0.57835,-0.45691,90.16637,-0.00114,-0.03463,0.55271,-0.42590,-15.39544,0.05595,2.45402
0.72000,-0.58311,-0.48761,90.16614,-0.04196,-0.02905,0.56205,-0.57693,-14.68638,0.08022,2.37752
0.73000,-0.58811,-0.50306,90.16553,-0.07858,-0.02339,0.56891,-0.71962,-13.74891,0.10350,2.25695
0.74000,-0.59317,-0.49833,90.16457,-0.11101,-0.01767,0.57137,-0.85191,-12.62841,0.12536,2.09309
0.75000,-0.59807,-0.46956,90.16331,-0.13847,-0.01196,0.56670,-0.97219,-11.37163,0.14537,1.88764
0.76000,-0.60256,-0.41412,90.16180,-0.15984,-0.00634,0.55200,-1.07934,-10.02493,0.16311,1.64365
0.77000,-0.60635,-0.33083,90.16011,-0.17319,-0.00092,0.52504,-1.17269,-8.63358,0.17824,1.36609
0.78000,-0.60918,-0.22033,90.15833,-0.17586,0.00417,0.48502,-1.25201,-7.24158,0.19044,1.06230
0.79000,-0.61076,-0.08558,90.15659,-0.16441,0.00878,0.43311,-1.31752,-5.89107,0.19948,0.74223
0.80000,-0.61089,0.06761,90.15504,-0.13771,0.01283,0.37260,-1.36984,-4.62063,0.20528,0.41796
0.81000,-0.60941,0.23055,90.15384,-0.09384,0.01623,0.30857,-1.40993,-3.46267,0.20784,0.10277
0.82000,-0.60628,0.39214,90.15317,-0.03242,0.01900,0.24715,-1.43909,-2.44045,0.20734,-0.18990
0.83000,-0.60157,0.53994,90.15319,0.04501,0.02118,0.19436,-1.45874,-1.56610,0.20405,-0.44751
0.84000,-0.59548,0.66152,90.15407,0.13847,0.02289,0.15488,-1.47041,-0.84061,0.19838,-0.65923
0.85000,-0.58834,0.74561,90.15596,0.24452,0.02428,0.13105,-1.47556,-0.25599,0.19086,-0.81697
0.86000,-0.58057,0.78323,90.15896,0.35973,0.02551,0.12249,-1.47553,0.20109,0.18205,-0.91658
0.87000,-0.57267,0.76852,90.16315,0.48065,0.02672,0.12645,-1.47153,0.54561,0.17253,-0.95882
0.88000,-0.56520,0.69959,90.16857,0.60234,0.02804,0.13866,-1.46462,0.79147,0.16287,-0.94990
0.89000,-0.55868,0.57932,90.17520,0.72098,0.02950,0.15431,-1.45570,0.95027,0.15353,-0.90099
0.90000,-0.55361,0.41565,90.18299,0.83122,0.03112,0.16896,-1.44561,1.03125,0.14485,-0.82685
0.91000,-0.55037,0.22124,90.19183,0.92850,0.03288,0.17926,-1.43508,1.04238,0.13699,-0.74376
0.92000,-0.54918,0.01213,90.20156,1.00937,0.03471,0.18349,-1.42477,0.99201,0.12997,-0.66732
0.93000,-0.55012,-0.19413,90.21201,1.07117,0.03655,0.18190,-1.41524,0.89020,0.12365,-0.61044
0.94000,-0.55307,-0.38047,90.22298,1.11275,0.03835,0.17678,-1.40696,0.74948,0.11777,-0.58173
0.95000,-0.55773,-0.53212,90.23427,1.13373,0.04008,0.17205,-1.40025,0.58483,0.11201,-0.58471
0.96000,-0.56371,-0.63809,90.24566,1.13602,0.04179,0.17232,-1.39526,0.41324,0.10607,-0.61758
0.97000,-0.57050,-0.69238,90.25699,1.12152,0.04353,0.18175,-1.39199,0.25306,0.09966,-0.67361
0.98000,-0.57756,-0.69441,90.26809,1.09177,0.04542,0.20290,-1.39020,0.12280,0.09260,-0.74227
0.99000,-0.58438,-0.64872,90.27882,1.04790,0.04759,0.23579,-1.38953,0.03933,0.08482,-0.81078
1.00000,-0.59053,-0.56368,90.28905,0.99106,0.05014,0.27757,-1.38942,0.01575,0.07638,-0.86614
1.01000,-0.59566,-0.44979,90.29865,0.92163,0.05314,0.32284,-1.38921,0.05929,0.06749,-0.89713
1.02000,-0.59953,-0.31803,90.30748,0.83885,0.05659,0.36453,-1.38823,0.17009,0.05844,-0.89605
1.03000,-0.60202,-0.17852,90.31542,0.74348,0.06043,0.39523,-1.38581,0.34127,0.04957,-0.85964
1.04000,-0.60310,-0.03965,90.32235,0.63591,0.06450,0.40847,-1.38141,0.56012,0.04125,-0.78917
1.05000,-0.60281,0.09237,90.32814,0.51651,0.06860,0.39977,-1.37461,0.81022,0.03379,-0.68980
1.06000,-0.60125,0.21363,90.33268,0.38757,0.07249,0.36715,-1.36520,1.07327,0.02745,-0.56933
1.07000,-0.59854,0.32231,90.33589,0.25139,0.07594,0.31131,-1.35314,1.33044,0.02240,-0.43699
1.08000,-0.59480,0.41808,90.33771,0.11024,0.07872,0.23536,-1.33859,1.56326,0.01871,-0.30225
1.09000,-0.59018,0.50147,90.33810,-0.03319,0.08065,0.14438,-1.32188,1.75452,0.01636,-0.17396
1.10000,-0.58477,0.57312,90.33704,-0.17548,0.08161,0.04468,-1.30350,1.88970,0.01523,-0.05949
1.11000,-0.57871,0.63316,90.33459,-0.31357,0.08154,-0.05701,-1.28409,1.95872,0.01517,0.03570
1.12000,-0.57211,0.68065,90.33077,-0.44441,0.08047,-0.15446,-1.26433,1.95737,0.01595,0.10833
1.13000,-0.56510,0.71340,90.32570,-0.56419,0.07845,-0.24265,-1.24494,1.88800,0.01733,0.15711
1.14000,-0.55784,0.72823,90.31949,-0.67062,0.07561,-0.31827,-1.22657,1.75896,0.01909,0.18239
1.15000,-0.55054,0.72163,90.31229,-0.76027,0.07209,-0.37976,-1.20976,1.58338,0.02098,0.18581
1.16000,-0.54341,0.69057,90.30428,-0.83008,0.06802,-0.42698,-1.19490,1.37756,0.02281,0.17000
1.17000,-0.53672,0.63315,90.29568,-0.87700,0.06355,-0.46065,-1.18221,1.15947,0.02438,0.13856
1.18000,-0.53075,0.54908,90.28674,-0.89760,0.05881,-0.48176,-1.17171,0.94721,0.02558,0.09594
1.19000,-0.52574,0.44020,90.27773,-0.89035,0.05391,-0.49130,-1.16326,0.75728,0.02630,0.04713
1.20000,-0.52194,0.31070,90.26894,-0.85335,0.04898,-0.49014,-1.15656,0.60243,0.02652,-0.00291
1.21000,-0.51953,0.16726,90.26067,-0.78850,0.04411,-0.47924,-1.15121,0.48996,0.02624,-0.04991
1.22000,-0.51860,0.01847,90.25317,-0.70076,0.03940,-0.45970,-1.14677,0.42089,0.02552,-0.09077
1.23000,-0.51916,-0.12593,90.24665,-0.59509,0.03492,-0.43297,-1.14280,0.39030,0.02443,-0.12379
1.24000,-0.52112,-0.25617,90.24126,-0.47989,0.03074,-0.40077,-1.13896,0.38878,0.02305,-0.14864
1.25000,-0.52428,-0.36357,90.23705,-0.36316,0.02690,-0.36515,-1.13502,0.40499,0.02145,-0.16605
1.26000,-0.52839,-0.44143,90.23400,-0.25063,0.02343,-0.32841,-1.13086,0.42848,0.01972,-0.17752
1.27000,-0.53311,-0.48582,90.23204,-0.14648,0.02033,-0.29309,-1.12645,0.45224,0.01790,-0.18482
1.28000,-0.53811,-0.49598,90.23107,-0.05264,0.01757,-0.26180,-1.12182,0.47414,0.01603,-0.18967
1.29000,-0.54303,-0.47433,90.23099,0.02975,0.01510,-0.23700,-1.11697,0.49685,0.01411,-0.19339
1.30000,-0.54759,-0.42591,90.23167,0.10071,0.01283,-0.22055,-1.11188,0.52612,0.01216,-0.19692
1.31000,-0.55155,-0.35746,90.23300,0.16098,0.01069,-0.21328,-1.10645,0.56804,0.01017,-0.20081
1.32000,-0.55474,-0.27629,90.23489,0.21172,0.00857,-0.21469,-1.10052,0.62609,0.00814,-0.20550
1.33000,-0.55708,-0.18935,90.23724,0.25291,0.00639,-0.22286,-1.09392,0.69937,0.00606,-0.21125
1.34000,-0.55853,-0.10276,90.23994,0.28496,0.00411,-0.23475,-1.08653,0.78242,0.00392,-0.21803
1.35000,-0.55913,-0.02184,90.24294,0.30937,0.00170,-0.24672,-1.07828,0.86683,0.00170,-0.22521
1.36000,-0.55896,0.04877,90.24613,0.32730,-0.00083,-0.25519,-1.06919,0.94360,-0.00059,-0.23153
1.37000,-0.55816,0.10505,90.24948,0.34027,-0.00341,-0.25726,-1.05940,1.00535,-0.00293,-0.23511
1.38000,-0.55686,0.14392,90.25294,0.34904,-0.00597,-0.25115,-1.04909,1.04771,-0.00529,-0.23383
1.39000,-0.55528,0.16360,90.25646,0.35362,-0.00843,-0.23634,-1.03845,1.06946,-0.00761,-0.22574
