Tiempo,Flexo-extensión hombro derecho_X,Flexo-extensión hombro derecho_Y,Abducción-aducción hombro derecho_X,Abducción-aducción hombro derecho_Y,Flexo-extensión codo derecho_X,Flexo-extensión codo derecho_Y,Flexo-extensión muñeca derecha_X,Flexo-extensión muñeca derecha_Y,Desviación radiocubital muñeca derecha_X,Desviación radiocubital muñeca derecha_Y
0.00000,-6.21319,11.08158,100.17565,-1.77040,-3.21543,-2.92678,0.81619,2.84195,-1.30934,-0.80039
0.01000,-6.10748,11.08158,100.15925,-1.77040,-3.24168,-2.92678,0.84199,2.84195,-1.31653,-0.80039
0.02000,-5.99156,11.86912,100.14024,-2.01492,-3.27397,-3.50140,0.87303,3.33837,-1.32534,-0.95609
0.03000,-5.87010,12.14962,100.11895,-2.22473,-3.31171,-3.99326,0.90876,3.76131,-1.33565,-1.09299
0.04000,-5.74857,11.86273,100.09575,-2.39258,-3.35383,-4.35293,0.94826,4.07549,-1.34720,-1.19923
0.05000,-5.63284,10.99434,100.07110,-2.51770,-3.39877,-4.53624,0.99027,4.25115,-1.35964,-1.26370
0.06000,-5.52868,9.57718,100.04539,-2.60391,-3.44456,-4.50968,1.03328,4.26721,-1.37248,-1.27689
0.07000,-5.44130,7.68740,100.01902,-2.65808,-3.48896,-4.25484,1.07561,4.11347,-1.38517,-1.23191
0.08000,-5.37493,5.43821,99.99223,-2.69203,-3.52965,-3.77116,1.11555,3.79186,-1.39712,-1.12554
0.09000,-5.33253,2.97313,99.96518,-2.71797,-3.56439,-3.07680,1.15145,3.31650,-1.40768,-0.95896
0.10000,-5.31547,0.45958,99.93787,-2.75002,-3.59119,-2.20761,1.18188,2.71265,-1.41630,-0.73806
0.11000,-5.32334,-1.91784,99.91018,-2.80418,-3.60854,-1.21411,1.20570,2.01465,-1.42245,-0.47315
0.12000,-5.35383,-3.96354,99.88179,-2.89536,-3.61547,-0.15705,1.22217,1.26328,-1.42576,-0.17799
0.13000,-5.40261,-5.47810,99.85227,-3.03726,-3.61168,0.89811,1.23097,0.50243,-1.42601,0.13158
