Tiempo,Flexo-extensión hombro derecho_X,Flexo-extensión hombro derecho_Y,Abducción-aducción hombro derecho_X,Abducción-aducción hombro derecho_Y,Flexo-extensión codo derecho_X,Flexo-extensión codo derecho_Y,Flexo-extensión muñeca derecha_X,Flexo-extensión muñeca derecha_Y,Desviación radiocubital muñeca derecha_X,Desviación radiocubital muñeca derecha_Y
0.00000,-1.06935,0.35503,89.74783,0.54131,-0.87746,-0.10879,0.46629,-0.62739,0.26152,-0.60978
0.01000,-1.06637,0.35503,89.75248,0.54131,-0.87853,-0.10879,0.45988,-0.62739,0.25562,-0.60978
0.02000,-1.06225,0.47298,89.75866,0.69733,-0.87964,-0.11275,0.45374,-0.57954,0.24932,-0.63803
0.03000,-1.05691,0.59342,89.76643,0.85449,-0.88079,-0.11663,0.44829,-0.49099,0.24286,-0.63919
0.04000,-1.05038,0.70838,89.77575,1.00365,-0.88197,-0.12182,0.44392,-0.36682,0.23654,-0.61224
0.05000,-1.04274,0.80916,89.78650,1.13678,-0.88322,-0.12890,0.44095,-0.21605,0.23062,-0.55854
0.06000,-1.03419,0.88720,89.79848,1.24626,-0.88455,-0.13687,0.43960,-0.05009,0.22536,-0.48167
0.07000,-1.02500,0.93455,89.81142,1.32561,-0.88596,-0.14283,0.43995,0.11899,0.22098,-0.38712
0.08000,-1.01550,0.94420,89.82500,1.37138,-0.88741,-0.14242,0.44198,0.28010,0.21762,-0.28199
0.09000,-1.00612,0.91037,89.83885,1.38092,-0.88881,-0.13083,0.44555,0.42458,0.21534,-0.17444
0.10000,-0.99730,0.82890,89.85262,1.35345,-0.89002,-0.10417,0.45047,0.54710,0.21413,-0.07318
0.11000,-0.98954,0.69827,89.86592,1.28975,-0.89089,-0.06064,0.45650,0.64621,0.21388,0.01334
0.12000,-0.98333,0.52113,89.87841,1.19324,-0.89124,-0.00103,0.46340,0.72410,0.21440,0.07755
0.13000,-0.97911,0.30613,89.88979,1.07155,-0.89091,0.07145,0.47098,0.78583,0.21543,0.11347
0.14000,-0.97721,0.06947,89.89984,0.93422,-0.88981,0.15188,0.47911,0.83798,0.21667,0.11713
0.15000,-0.97773,-0.16505,89.90847,0.79346,-0.88787,0.23459,0.48774,0.88720,0.21777,0.08681
0.16000,-0.98051,-0.36787,89.91571,0.66414,-0.88512,0.31416,0.49686,0.93889,0.21841,0.02331
0.17000,-0.98508,-0.50769,89.92175,0.55885,-0.88159,0.38608,0.50652,0.99644,0.21824,-0.07000
0.18000,-0.99066,-0.55674,89.92689,0.48904,-0.87739,0.44697,0.51678,1.06094,0.21701,-0.18721
0.19000,-0.99622,-0.49613,89.93153,0.46272,-0.87265,0.49434,0.52773,1.13147,0.21450,-0.32021
0.20000,-1.00059,-0.32014,89.93614,0.48180,-0.86751,0.52597,0.53941,1.20550,0.21060,-0.45918
0.21000,-1.00262,-0.03836,89.94117,0.54131,-0.86213,0.53954,0.55184,1.27936,0.20531,-0.59332
0.22000,-1.00135,0.32483,89.94697,0.63095,-0.85672,0.53271,0.56500,1.34841,0.19874,-0.71162
0.23000,-0.99612,0.73341,89.95379,0.73624,-0.85148,0.50398,0.57881,1.40722,0.19108,-0.80351
0.24000,-0.98668,1.14520,89.96169,0.83809,-0.84664,0.45379,0.59315,1.44967,0.18267,-0.85950
0.25000,-0.97322,1.51824,89.97055,0.91858,-0.84240,0.38561,0.60781,1.46933,0.17389,-0.87191
0.26000,-0.95632,1.81693,89.98006,0.96359,-0.83893,0.30616,0.62253,1.46042,0.16523,-0.83568
0.27000,-0.93688,2.01683,89.98982,0.96245,-0.83628,0.22473,0.63701,1.41890,0.15718,-0.74944
0.28000,-0.91598,2.10723,89.99931,0.90981,-0.83443,0.15174,0.65091,1.34354,0.15024,-0.61655
0.29000,-0.89474,2.09144,90.00802,0.80757,-0.83324,0.09678,0.66388,1.23614,0.14485,-0.44568
0.30000,-0.87415,1.98483,90.01546,0.66223,-0.83250,0.06681,0.67563,1.10120,0.14132,-0.25042
0.31000,-0.85504,1.81122,90.02126,0.48332,-0.83191,0.06472,0.68591,0.94510,0.13984,-0.04773
0.32000,-0.83793,1.59868,90.02513,0.28038,-0.83120,0.08868,0.69454,0.77541,0.14037,0.14436
0.33000,-0.82307,1.37547,90.02687,0.06332,-0.83013,0.13246,0.70142,0.60036,0.14272,0.30921
0.34000,-0.81042,1.16693,90.02640,-0.15831,-0.82855,0.18674,0.70654,0.42866,0.14655,0.43357
0.35000,-0.79973,0.99358,90.02370,-0.37727,-0.82640,0.24110,0.70999,0.26938,0.15140,0.50920
0.36000,-0.79055,0.87037,90.01885,-0.58708,-0.82373,0.28619,0.71193,0.13169,0.15674,0.53369
0.37000,-0.78232,0.80684,90.01196,-0.78163,-0.82068,0.31537,0.71262,0.02442,0.16207,0.51078
0.38000,-0.77441,0.80744,90.00322,-0.95444,-0.81742,0.32553,0.71242,-0.04476,0.16695,0.44986
