Tiempo,Flexo-extensión hombro derecho,Abducción-aducción hombro derecho,Flexo-extensión codo derecho,Flexo-extensión muñeca derecha,Desviación radiocubital muñeca derecha
0.95000,3.71261,87.71206,0.82016,1.01722,0.09823
0.96000,3.75706,87.67902,0.82401,1.00586,0.10358
0.97000,3.79823,87.64945,0.82750,0.99357,0.10720
0.98000,3.83575,87.62318,0.83051,0.98070,0.10913
0.99000,3.86923,87.60004,0.83304,0.96763,0.10949
1.00000,3.89833,87.57975,0.83518,0.95479,0.10851
1.01000,3.92280,87.56200,0.83707,0.94254,0.10647
1.02000,3.94251,87.54639,0.83889,0.93115,0.10373
1.03000,3.95753,87.53244,0.84077,0.92073,0.10066
1.04000,3.96815,87.51963,0.84280,0.91129,0.09764
1.05000,3.97485,87.50739,0.84495,0.90270,0.09500
1.06000,3.97831,87.49510,0.84712,0.89479,0.09301
1.07000,3.97932,87.48226,0.84906,0.88738,0.09183
1.08000,3.97869,87.46843,0.85047,0.88033,0.09154
1.09000,3.97711,87.45334,0.85098,0.87358,0.09215
1.10000,3.97504,87.43689,0.85022,0.86719,0.09356
1.11000,3.97269,87.41912,0.84787,0.86132,0.09566
1.12000,3.97001,87.40018,0.84372,0.85620,0.09828
1.13000,3.96683,87.38028,0.83768,0.85215,0.10125
1.14000,3.96294,87.35961,0.82978,0.84945,0.10440
1.15000,3.95822,87.33836,0.82019,0.84838,0.10760
1.16000,3.95268,87.31671,0.80917,0.84910,0.11073
1.17000,3.94645,87.29485,0.79701,0.85171,0.11372
1.18000,3.93977,87.27301,0.78404,0.85617,0.11656
1.19000,3.93293,87.25150,0.77056,0.86238,0.11924
1.20000,3.92621,87.23072,0.75689,0.87011,0.12180
1.21000,3.91982,87.21112,0.74329,0.87905,0.12426
1.22000,3.91388,87.19322,0.73000,0.88879,0.12661
1.23000,3.90839,87.17753,0.71725,0.89885,0.12882
1.24000,3.90326,87.16451,0.70527,0.90871,0.13075
1.25000,3.89831,87.15457,0.69424,0.91786,0.13222
1.26000,3.89336,87.14800,0.68437,0.92589,0.13299
1.27000,3.88823,87.14500,0.67582,0.93248,0.13275
1.28000,3.88278,87.14562,0.66873,0.93751,0.13122
1.29000,3.87694,87.14986,0.66315,0.94096,0.12812
1.30000,3.87067,87.15758,0.65907,0.94298,0.12321
1.31000,3.86399,87.16859,0.65636,0.94387,0.11637
1.32000,3.85692,87.18266,0.65482,0.94399,0.10759
1.33000,3.84949,87.19949,0.65416,0.94379,0.09698
1.34000,3.84170,87.21877,0.65406,0.94368,0.08481
1.35000,3.83355,87.24014,0.65419,0.94406,0.07147
1.36000,3.82504,87.26323,0.65426,0.94518,0.05749
1.37000,3.81621,87.28759,0.65403,0.94717,0.04345
1.38000,3.80714,87.31277,0.65335,0.94998,0.02999
1.39000,3.79800,87.33820,0.65213,0.95344,0.01773
1.40000,3.78908,87.36332,0.65035,0.95723,0.00725
1.41000,3.78077,87.38747,0.64804,0.96099,-0.00098
1.42000,3.77359,87.40997,0.64524,0.96432,-0.00664
1.43000,3.76815,87.43012,0.64197,0.96686,-0.00959
1.44000,3.76516,87.44727,0.63823,0.96831,-0.00987
1.45000,3.76530,87.46079,0.63394,0.96849,-0.00770
1.46000,3.76923,87.47021,0.62898,0.96730,-0.00351
1.47000,3.77745,87.47521,0.62325,0.96478,0.00217
1.48000,3.79024,87.47570,0.61662,0.96101,0.00867
1.49000,3.80758,87.47181,0.60903,0.95613,0.01528
1.50000,3.82917,87.46392,0.60046,0.95022,0.02131
1.51000,3.85434,87.45263,0.59098,0.94334,0.02610
1.52000,3.88216,87.43871,0.58073,0.93544,0.02913
1.53000,3.91144,87.42303,0.56997,0.92641,0.03001
1.54000,3.94082,87.40655,0.55903,0.91606,0.02855
1.55000,3.96883,87.39016,0.54835,0.90418,0.02473
1.56000,3.99396,87.37471,0.53844,0.89057,0.01872
1.57000,4.01470,87.36095,0.52984,0.87508,0.01084
1.58000,4.02959,87.34954,0.52311,0.85763,0.00150
1.59000,4.03723,87.34109,0.51876,0.83822,-0.00877
1.60000,4.03623,87.33621,0.51716,0.81692,-0.01943
1.61000,4.02516,87.33566,0.51854,0.79386,-0.02994
1.62000,4.00253,87.34036,0.52289,0.76913,-0.03978
1.63000,3.96673,87.35152,0.52994,0.74277,-0.04849
1.64000,3.91599,87.37064,0.53910,0.71477,-0.05570
1.65000,3.84842,87.39953,0.54952,0.68498,-0.06114
1.66000,3.76208,87.44019,0.56003,0.65325,-0.06462
1.67000,3.65507,87.49472,0.56927,0.61939,-0.06608
1.68000,3.52570,87.56514,0.57573,0.58332,-0.06553
1.69000,3.37267,87.65319,0.57786,0.54507,-0.06310
1.70000,3.19527,87.76015,0.57421,0.50482,-0.05901
1.71000,2.99357,87.88663,0.56355,0.46293,-0.05358
1.72000,2.76857,88.03246,0.54496,0.41984,-0.04716
1.73000,2.52234,88.19656,0.51796,0.37609,-0.04016
1.74000,2.25802,88.37692,0.48254,0.33220,-0.03297
1.75000,1.97980,88.57070,0.43919,0.28865,-0.02597
1.76000,1.69271,88.77423,0.38884,0.24582,-0.01949
1.77000,1.40248,88.98326,0.33283,0.20397,-0.01380
1.78000,1.11520,89.19315,0.27277,0.16324,-0.00909
1.79000,0.83702,89.39909,0.21042,0.12366,-0.00549
1.80000,0.57377,89.59646,0.14763,0.08517,-0.00302
1.81000,0.33070,89.78094,0.08619,0.04772,-0.00165
1.82000,0.11216,89.94884,0.02774,0.01124,-0.00122
1.83000,-0.07861,90.09718,-0.02629,-0.02431,-0.00152
1.84000,-0.23960,90.22392,-0.07481,-0.05893,-0.00230
1.85000,-0.37010,90.32793,-0.11703,-0.09255,-0.00326
1.86000,-0.47062,90.40905,-0.15256,-0.12501,-0.00406
1.87000,-0.54276,90.46807,-0.18133,-0.15607,-0.00440
1.88000,-0.58902,90.50661,-0.20353,-0.18537,-0.00399
1.89000,-0.61256,90.52699,-0.21958,-0.21253,-0.00256
1.90000,-0.61694,90.53204,-0.23002,-0.23709,6.696057971566916e-05
1.91000,-0.60588,90.52489,-0.23547,-0.25862,0.00400
1.92000,-0.58297,90.50875,-0.23657,-0.27676,0.00922
1.93000,-0.55150,90.48669,-0.23393,-0.29126,0.01564
1.94000,-0.51426,90.46149,-0.22817,-0.30202,0.02303
1.95000,-0.47346,90.43547,-0.21986,-0.30914,0.03107
1.96000,-0.43074,90.41051,-0.20952,-0.31288,0.03934
1.97000,-0.38716,90.38794,-0.19762,-0.31369,0.04739
1.98000,-0.34335,90.36868,-0.18457,-0.31208,0.05475
1.99000,-0.29951,90.35323,-0.17069,-0.30863,0.06096
2.00000,-0.25558,90.34177,-0.15622,-0.30388,0.06564
2.01000,-0.21121,90.33421,-0.14138,-0.29829,0.06848
2.02000,-0.16587,90.33020,-0.12634,-0.29222,0.06932
2.03000,-0.11893,90.32923,-0.11129,-0.28595,0.06811
2.04000,-0.06967,90.33066,-0.09643,-0.27966,0.06496
2.05000,-0.01740,90.33381,-0.08196,-0.27350,0.06006
2.06000,0.03848,90.33807,-0.06807,-0.26756,0.05375
2.07000,0.09843,90.34297,-0.05490,-0.26189,0.04639
2.08000,0.16269,90.34829,-0.04258,-0.25650,0.03838
2.09000,0.23126,90.35406,-0.03114,-0.25136,0.03011
2.10000,0.30381,90.36068,-0.02057,-0.24635,0.02196
2.11000,0.37964,90.36880,-0.01077,-0.24135,0.01425
2.12000,0.45773,90.37930,-0.00151,-0.23626,0.00724
2.13000,0.53675,90.39314,0.00756,-0.23104,0.00115
2.14000,0.61520,90.41124,0.01689,-0.22582,-0.00390
2.15000,0.69154,90.43423,0.02701,-0.22086,-0.00785
2.16000,0.76443,90.46239,0.03843,-0.21657,-0.01073
2.17000,0.83280,90.49550,0.05159,-0.21349,-0.01263
2.18000,0.89601,90.53293,0.06676,-0.21216,-0.01370
2.19000,0.95383,90.57364,0.08403,-0.21309,-0.01413
2.20000,1.00639,90.61634,0.10326,-0.21669,-0.01411
2.21000,1.05401,90.65968,0.12407,-0.22314,-0.01385
2.22000,1.09710,90.70230,0.14591,-0.23242,-0.01353
2.23000,1.13599,90.74308,0.16804,-0.24420,-0.01331
2.24000,1.17083,90.78111,0.18965,-0.25789,-0.01329
2.25000,1.20159,90.81578,0.20985,-0.27265,-0.01353
2.26000,1.22811,90.84677,0.22786,-0.28750,-0.01402
2.27000,1.25013,90.87398,0.24297,-0.30142,-0.01471
2.28000,1.26742,90.89743,0.25474,-0.31350,-0.01552
2.29000,1.27991,90.91721,0.26293,-0.32307,-0.01633
2.30000,1.28776,90.93334,0.26759,-0.32974,-0.01706
2.31000,1.29145,90.94572,0.26902,-0.33349,-0.01766
2.32000,1.29177,90.95412,0.26767,-0.33455,-0.01815
2.33000,1.28976,90.95819,0.26411,-0.33334,-0.01860
2.34000,1.28660,90.95760,0.25891,-0.33031,-0.01916
2.35000,1.28346,90.95208,0.25260,-0.32579,-0.02004
2.36000,1.28133,90.94155,0.24563,-0.31981,-0.02149
2.37000,1.28092,90.92620,0.23833,-0.31204,-0.02381
2.38000,1.28255,90.90654,0.23092,-0.30175,-0.02732
2.39000,1.28612,90.88341,0.22354,-0.28787,-0.03232
2.40000,1.29122,90.85789,0.21629,-0.26908,-0.03910
2.41000,1.29715,90.83129,0.20924,-0.24404,-0.04788
2.42000,1.30318,90.80495,0.20248,-0.21157,-0.05877
2.43000,1.30859,90.78024,0.19616,-0.17085,-0.07180
2.44000,1.31288,90.75832,0.19048,-0.12165,-0.08685
2.45000,1.31580,90.74019,0.18572,-0.06444,-0.10369
2.46000,1.31739,90.72651,0.18217,-0.00045,-0.12196
2.47000,1.31793,90.71761,0.18015,0.06834,-0.14120
2.48000,1.31785,90.71352,0.17992,0.13942,-0.16090
2.49000,1.31768,90.71397,0.18169,0.20991,-0.18048
2.50000,1.31795,90.71846,0.18555,0.27691,-0.19936
2.51000,1.31911,90.72638,0.19144,0.33775,-0.21700
2.52000,1.32147,90.73703,0.19916,0.39025,-0.23292
2.53000,1.32518,90.74976,0.20836,0.43295,-0.24674
2.54000,1.33011,90.76398,0.21855,0.46517,-0.25820
2.55000,1.33592,90.77927,0.22917,0.48701,-0.26721
2.56000,1.34207,90.79533,0.23963,0.49927,-0.27379
2.57000,1.34784,90.81204,0.24941,0.50333,-0.27812
2.58000,1.35250,90.82935,0.25813,0.50088,-0.28048
2.59000,1.35533,90.84724,0.26553,0.49379,-0.28121
2.60000,1.35572,90.86568,0.27154,0.48389,-0.28072
2.61000,1.35324,90.88452,0.27620,0.47284,-0.27938
2.62000,1.34763,90.90350,0.27968,0.46203,-0.27753
2.63000,1.33881,90.92216,0.28216,0.45251,-0.27542
2.64000,1.32690,90.93988,0.28383,0.44508,-0.27321
2.65000,1.31220,90.95582,0.28486,0.44022,-0.27102
2.66000,1.29521,90.96897,0.28538,0.43821,-0.26888
2.67000,1.27672,90.97815,0.28556,0.43912,-0.26680
2.68000,1.25780,90.98198,0.28560,0.44292,-0.26480
2.69000,1.23992,90.97890,0.28587,0.44948,-0.26290
2.70000,1.22504,90.96716,0.28689,0.45864,-0.26112
2.71000,1.21561,90.94479,0.28945,0.47029,-0.25955
2.72000,1.21461,90.90956,0.29454,0.48439,-0.25827
2.73000,1.22551,90.85905,0.30341,0.50107,-0.25742
2.74000,1.25216,90.79056,0.31752,0.52061,-0.25719
2.75000,1.29865,90.70122,0.33849,0.54343,-0.25782
2.76000,1.36904,90.58804,0.36804,0.57002,-0.25963
2.77000,1.46711,90.44800,0.40787,0.60082,-0.26297
2.78000,1.59604,90.27815,0.45960,0.63620,-0.26821
2.79000,1.75809,90.07581,0.52464,0.67635,-0.27573
2.80000,1.95429,89.83878,0.60411,0.72127,-0.28588
2.81000,2.18417,89.56548,0.69879,0.77086,-0.29895
2.82000,2.44559,89.25526,0.80914,0.82493,-0.31517
2.83000,2.73462,88.90849,0.93534,0.88342,-0.33470
2.84000,3.04562,88.52673,1.07743,0.94642,-0.35763
2.85000,3.37133,88.11279,1.23537,1.01425,-0.38398
2.86000,3.70318,87.67068,1.40920,1.08750,-0.41372
2.87000,4.03161,87.20541,1.59905,1.16688,-0.44671
2.88000,4.34655,86.72275,1.80519,1.25316,-0.48280
2.89000,4.63795,86.22882,2.02800,1.34695,-0.52172
2.90000,4.89630,85.72963,2.26792,1.44851,-0.56317
2.91000,5.11309,85.23064,2.52535,1.55751,-0.60678
2.92000,5.28122,84.73627,2.80066,1.67288,-0.65216
2.93000,5.39523,84.24966,3.09414,1.79264,-0.69883
2.94000,5.45147,83.77235,3.40605,1.91390,-0.74628
2.95000,5.44807,83.30426,3.73669,2.03289,-0.79393
2.96000,5.38486,82.84383,4.08640,2.14518,-0.84114
2.97000,5.26319,82.38816,4.45562,2.24587,-0.88718
2.98000,5.08565,81.93347,4.84475,2.33001,-0.93130
2.99000,4.85577,81.47556,5.25407,2.39294,-0.97272
3.00000,4.57754,81.01035,5.68355,2.43081,-1.01067
3.01000,4.25504,80.53449,6.13275,2.44101,-1.04450
3.02000,3.89196,80.04581,6.60070,2.42263,-1.07365
3.03000,3.49115,79.54363,7.08592,2.37674,-1.09778
3.04000,3.05436,79.02898,7.58652,2.30659,-1.11676
3.05000,2.58197,78.50447,8.10029,2.21741,-1.13076
3.06000,2.07307,77.97408,8.62490,2.11616,-1.14020
3.07000,1.52551,77.44274,9.15805,2.01092,-1.14575
3.08000,0.93622,76.91590,9.69760,1.91028,-1.14830
3.09000,0.30146,76.39913,10.24163,1.82262,-1.14877
3.10000,-0.38281,75.89772,10.78850,1.75545,-1.14797
3.11000,-1.12066,75.41646,11.33676,1.71488,-1.14644
3.12000,-1.91593,74.95944,11.88523,1.70516,-1.14426
3.13000,-2.77202,74.52999,12.43288,1.72848,-1.14101
3.14000,-3.69164,74.13062,12.97885,1.78480,-1.13584
3.15000,-4.67664,73.76302,13.52254,1.87194,-1.12763
3.16000,-5.72787,73.42808,14.06360,1.98568,-1.11521
3.17000,-6.84505,73.12602,14.60214,2.12020,-1.09763
3.18000,-8.02678,72.85647,15.13883,2.26851,-1.07441
3.19000,-9.27065,72.61862,15.67512,2.42316,-1.04567
3.20000,-10.57334,72.41143,16.21350,2.57693,-1.01230
3.21000,-11.93084,72.23377,16.75771,2.72358,-0.97601
3.22000,-13.33868,72.08462,17.31287,2.85837,-0.93928
3.23000,-14.79213,71.96321,17.88564,2.97849,-0.90534
3.24000,-16.28644,71.86926,18.48408,3.08330,-0.87795
3.25000,-17.81708,71.80308,19.11741,3.17442,-0.86120
3.26000,-19.38004,71.76580,19.79558,3.25573,-0.85921
3.27000,-20.97216,71.75954,20.52867,3.33331,-0.87582
3.28000,-22.59142,71.78746,21.32614,3.41526,-0.91433
3.29000,-24.23726,71.85384,22.19604,3.51147,-0.97734
3.30000,-25.91088,71.96388,23.14423,3.63318,-1.06679
3.31000,-27.61533,72.12341,24.17378,3.79245,-1.18412
3.32000,-29.35562,72.33853,25.28450,4.00147,-1.33055
3.33000,-31.13860,72.61502,26.47270,4.27191,-1.50728
3.34000,-32.97275,72.95780,27.73127,4.61424,-1.71554
3.35000,-34.86765,73.37034,29.04988,5.03725,-1.95641
3.36000,-36.83333,73.85414,30.41553,5.54766,-2.23045
3.37000,-38.87939,74.40826,31.81328,6.14981,-2.53715
3.38000,-41.01398,75.02901,33.22725,6.84535,-2.87448
3.39000,-43.24274,75.70980,34.64183,7.63277,-3.23847
3.40000,-45.56771,76.44132,36.04309,8.50687,-3.62316
3.41000,-47.98634,77.21190,37.42024,9.45817,-4.02090
3.42000,-50.49068,78.00813,38.76695,10.47232,-4.42292
3.43000,-53.06688,78.81576,40.08236,11.52992,-4.82021
3.44000,-55.69495,79.62045,41.37149,12.60661,-5.20469
3.45000,-58.34904,80.40871,42.64515,13.67377,-5.57028
3.46000,-60.99820,81.16852,43.91911,14.69971,-5.91414
3.47000,-63.60768,81.88991,45.21276,15.65126,-6.23756
3.48000,-66.14069,82.56532,46.54734,16.49573,-6.54673
3.49000,-68.56061,83.18980,47.94382,17.20288,-6.85305
3.50000,-70.83319,83.76102,49.42088,17.74686,-7.17305
3.51000,-72.92878,84.27924,50.99288,18.10772,-7.52763
3.52000,-74.82410,84.74709,52.66838,18.27249,-7.94077
3.53000,-76.50360,85.16932,54.44897,18.23573,-8.43743
3.54000,-77.96013,85.55229,56.32862,17.99945,-9.04096
3.55000,-79.19505,85.90343,58.29357,17.57240,-9.76999
3.56000,-80.21766,86.23053,60.32277,16.96887,-10.63525
3.57000,-81.04399,86.54111,62.38892,16.20699,-11.63674
3.58000,-81.69520,86.84171,64.46025,15.30668,-12.76159
3.59000,-82.19559,87.13749,66.50269,14.28762,-13.98336
3.60000,-82.57062,87.43188,68.48249,13.16743,-15.26313
3.61000,-82.84490,87.72649,70.36874,11.96059,-16.55285
3.62000,-83.04070,88.02111,72.13548,10.67836,-17.80078
3.63000,-83.17674,88.31378,73.76306,9.33019,-18.95828
3.64000,-83.26783,88.60093,75.23840,7.92642,-19.98639
3.65000,-83.32482,88.87748,76.55424,6.48179,-20.86081
3.66000,-83.35535,89.13705,77.70757,5.01844,-21.57398
3.67000,-83.36477,89.37223,78.69763,3.56735,-22.13421
3.68000,-83.35734,89.57499,79.52400,2.16741,-22.56225
3.69000,-83.33736,89.73724,80.18514,0.86225,-22.88649
3.70000,-83.31026,89.85150,80.67751,-0.30422,-23.13767
3.71000,-83.28331,89.91158,80.99550,-1.29260,-23.34419
3.72000,-83.26617,89.91323,81.13195,-2.07205,-23.52864
3.73000,-83.27088,89.85445,81.07932,-2.62314,-23.70594
3.74000,-83.31148,89.73570,80.83107,-2.93895,-23.88316
3.75000,-83.40293,89.55958,80.38332,-3.02457,-24.06073
3.76000,-83.55966,89.33038,79.73633,-2.89521,-24.23446
3.77000,-83.79363,89.05345,78.89556,-2.57369,-24.39760
3.78000,-84.11246,88.73454,77.87234,-2.08780,-24.54243
3.79000,-84.51774,88.37933,76.68383,-1.46804,-24.66150
3.80000,-85.00393,87.99318,75.35262,-0.74572,-24.74843
3.81000,-85.55813,87.58114,73.90577,0.04875,-24.79875
3.82000,-86.16084,87.14806,72.37363,0.88731,-24.81057
3.83000,-86.78770,86.69884,70.78825,1.74552,-24.78500
3.84000,-87.41196,86.23858,69.18175,2.60329,-24.72626
3.85000,-88.00731,85.77273,67.58467,3.44538,-24.64151
3.86000,-88.55048,85.30706,66.02452,4.26136,-24.54033
3.87000,-89.02330,84.84756,64.52462,5.04539,-24.43394
3.88000,-89.41386,84.40022,63.10325,5.79565,-24.33423
3.89000,-89.71703,83.97064,61.77295,6.51365,-24.25274
3.90000,-89.93407,83.56359,60.54004,7.20339,-24.19963
3.91000,-90.07190,83.18260,59.40434,7.87051,-24.18274
3.92000,-90.14192,82.82962,58.35936,8.52152,-24.20693
3.93000,-90.15874,82.50491,57.39301,9.16304,-24.27373
3.94000,-90.13859,82.20710,56.48887,9.80127,-24.38140
3.95000,-90.09770,81.93354,55.62796,10.44172,-24.52540
3.96000,-90.05080,81.68065,54.79072,11.08910,-24.69913
3.97000,-90.00977,81.44434,53.95885,11.74749,-24.89479
3.98000,-89.98281,81.22049,53.11696,12.42056,-25.10424
3.99000,-89.97404,81.00527,52.25365,13.11188,-25.31970
4.00000,-89.98352,80.79544,51.36210,13.82505,-25.53425
4.01000,-90.00764,80.58850,50.44026,14.56369,-25.74216
4.02000,-90.03982,80.38281,49.49048,15.33120,-25.93898
4.03000,-90.07127,80.17751,48.51894,16.13041,-26.12158
4.04000,-90.09194,79.97244,47.53472,16.96306,-26.28802
4.05000,-90.09142,79.76797,46.54871,17.82944,-26.43737
4.06000,-90.05978,79.56477,45.57244,18.72811,-26.56954
4.07000,-89.98835,79.36369,44.61690,19.65583,-26.68502
4.08000,-89.87035,79.16560,43.69153,20.60783,-26.78476
4.09000,-89.70140,78.97136,42.80340,21.57814,-26.86992
4.10000,-89.47979,78.78181,41.95666,22.56021,-26.94176
4.11000,-89.20655,78.59774,41.15239,23.54746,-27.00150
4.12000,-88.88528,78.42001,40.38867,24.53373,-27.05025
4.13000,-88.52180,78.24947,39.66110,25.51363,-27.08891
4.14000,-88.12357,78.08704,38.96338,26.48253,-27.11813
4.15000,-87.69908,77.93363,38.28817,27.43647,-27.13827
4.16000,-87.25722,77.79023,37.62788,28.37191,-27.14935
4.17000,-86.80653,77.65782,36.97535,29.28562,-27.15106
4.18000,-86.35461,77.53747,36.32449,30.17465,-27.14274
4.19000,-85.90755,77.43035,35.67064,31.03650,-27.12354
4.20000,-85.46951,77.33780,35.01088,31.86934,-27.09251
4.21000,-85.04231,77.26138,34.34416,32.67221,-27.04881
4.22000,-84.62537,77.20290,33.67136,33.44506,-26.99195
4.23000,-84.21571,77.16439,32.99512,34.18861,-26.92187
4.24000,-83.80820,77.14813,32.31975,34.90405,-26.83914
4.25000,-83.39613,77.15649,31.65079,35.59245,-26.74492
4.26000,-82.97192,77.19177,30.99474,36.25412,-26.64101
4.27000,-82.52820,77.25597,30.35848,36.88784,-26.52979
4.28000,-82.05885,77.35046,29.74885,37.49015,-26.41404
4.29000,-81.56006,77.47571,29.17210,38.05494,-26.29666
4.30000,-81.03119,77.63092,28.63352,38.57330,-26.18028
4.31000,-80.47523,77.81387,28.13720,39.03376,-26.06673
4.32000,-79.89898,78.02076,27.68606,39.42299,-25.95647
4.33000,-79.31267,78.24634,27.28214,39.72667,-25.84800
4.34000,-78.72931,78.48412,26.92726,39.93040,-25.73753
4.35000,-78.16367,78.72688,26.62398,40.02063,-25.61880
4.36000,-77.63094,78.96714,26.37670,39.98529,-25.48336
4.37000,-77.14503,79.19791,26.19302,39.81431,-25.32128
4.38000,-76.71706,79.41330,26.08479,39.49976,-25.12229
4.39000,-76.35371,79.60916,26.06899,39.03601,-24.87733
4.40000,-76.05637,79.78352,26.16796,38.41985,-24.58036
