Tiempo,Flexo-extensión hombro derecho_X,Flexo-extensión hombro derecho_Y,Abducción-aducción hombro derecho_X,Abducción-aducción hombro derecho_Y,Flexo-extensión codo derecho_X,Flexo-extensión codo derecho_Y,Flexo-extensión muñeca derecha_X,Flexo-extensión muñeca derecha_Y,Desviación radiocubital muñeca derecha_X,Desviación radiocubital muñeca derecha_Y
0.00000,-0.20207,-0.30145,90.19712,0.58289,0.04928,-0.37254,0.00544,0.34631,-0.22589,-0.10736
0.01000,-0.20544,-0.30145,90.20215,0.58289,0.04560,-0.37254,0.00874,0.34631,-0.22708,-0.10736
0.02000,-0.20810,-0.21361,90.20878,0.74043,0.04183,-0.37338,0.01237,0.37127,-0.22804,-0.07600
0.03000,-0.20972,-0.09831,90.21696,0.88615,0.03814,-0.35670,0.01617,0.38141,-0.22860,-0.02841
0.04000,-0.21006,0.03723,90.22650,1.00594,0.03469,-0.32421,0.02000,0.37684,-0.22860,0.03413
0.05000,-0.20897,0.18396,90.23708,1.08948,0.03165,-0.27951,0.02371,0.36001,-0.22792,0.10798
0.06000,-0.20638,0.33201,90.24829,1.12953,0.02910,-0.22747,0.02720,0.33484,-0.22644,0.18766
0.07000,-0.20233,0.47162,90.25967,1.12152,0.02710,-0.17320,0.03040,0.30538,-0.22416,0.26673
0.08000,-0.19695,0.59405,90.27072,1.06659,0.02564,-0.12078,0.03330,0.27463,-0.22111,0.33917
0.09000,-0.19045,0.69288,90.28100,0.97122,0.02469,-0.07226,0.03590,0.24398,-0.21738,0.40056
0.10000,-0.18309,0.76536,90.29015,0.84610,0.02420,-0.02707,0.03818,0.21345,-0.21310,0.44902
0.11000,-0.17514,0.81276,90.29792,0.70419,0.02414,0.01750,0.04017,0.18242,-0.20840,0.48545
0.12000,-0.16684,0.83947,90.30423,0.56038,0.02455,0.06495,0.04183,0.15064,-0.20339,0.51308
0.13000,-0.15835,0.85078,90.30913,0.42572,0.02544,0.11759,0.04318,0.11898,-0.19814,0.53620
0.14000,-0.14982,0.85072,90.31274,0.30670,0.02690,0.17472,0.04421,0.08991,-0.19267,0.55841
0.15000,-0.14134,0.84068,90.31526,0.20523,0.02894,0.23186,0.04498,0.06720,-0.18697,0.58094
