Tiempo,Flexo-extensión hombro derecho_X,Flexo-extensión hombro derecho_Y,Abducción-aducción hombro derecho_X,Abducción-aducción hombro derecho_Y,Flexo-extensión codo derecho_X,Flexo-extensión codo derecho_Y,Flexo-extensión muñeca derecha_X,Flexo-extensión muñeca derecha_Y,Desviación radiocubital muñeca derecha_X,Desviación radiocubital muñeca derecha_Y
0.00000,-1.51473,0.16003,88.23418,-0.06027,1.86743,-0.54145,-2.20126,-0.03781,1.15549,0.07852
0.01000,-1.51316,0.16003,88.23348,-0.06027,1.86244,-0.54145,-2.20164,-0.03781,1.15636,0.07852
0.02000,-1.51153,0.15857,88.23297,-0.03891,1.85660,-0.62079,-2.20202,-0.03308,1.15706,0.05330
0.03000,-1.50999,0.14295,88.23270,-0.00992,1.85003,-0.68660,-2.20231,-0.02009,1.15743,0.01173
0.04000,-1.50867,0.11103,88.23277,0.02670,1.84287,-0.73483,-2.20242,0.00236,1.15730,-0.04660
0.05000,-1.50777,0.06181,88.23324,0.06752,1.83533,-0.76277,-2.20226,0.03365,1.15650,-0.11982
0.06000,-1.50744,-0.00414,88.23412,0.11101,1.82762,-0.76917,-2.20175,0.07050,1.15490,-0.20375
0.07000,-1.50785,-0.08430,88.23546,0.15488,1.81995,-0.75392,-2.20085,0.10655,1.15242,-0.29253
0.08000,-1.50912,-0.17426,88.23722,0.19379,1.81254,-0.71754,-2.19961,0.13266,1.14905,-0.37978
0.09000,-1.51133,-0.26797,88.23933,0.22316,1.80560,-0.66051,-2.19819,0.13789,1.14483,-0.45965
0.10000,-1.51448,-0.35855,88.24168,0.23880,1.79933,-0.58279,-2.19686,0.11110,1.13986,-0.52777
0.11000,-1.51851,-0.43910,88.24411,0.23689,1.79394,-0.48369,-2.19597,0.04271,1.13427,-0.58168
0.12000,-1.52327,-0.50330,88.24642,0.21477,1.78965,-0.36212,-2.19600,-0.07352,1.12822,-0.62072
0.13000,-1.52857,-0.54594,88.24841,0.17090,1.78670,-0.21739,-2.19744,-0.23905,1.12186,-0.64539
0.14000,-1.53418,-0.56317,88.24984,0.10796,1.78531,-0.05032,-2.20078,-0.44953,1.11532,-0.65629
0.15000,-1.53983,-0.55250,88.25056,0.03052,1.78569,0.13556,-2.20643,-0.69418,1.10873,-0.65315
0.16000,-1.54523,-0.51243,88.25045,-0.05569,1.78802,0.33312,-2.21467,-0.95603,1.10225,-0.63426
0.17000,-1.55008,-0.44202,88.24945,-0.14305,1.79235,0.53130,-2.22555,-1.21292,1.09605,-0.59643
0.18000,-1.55407,-0.34037,88.24759,-0.22430,1.79864,0.71561,-2.23893,-1.43948,1.09032,-0.53559
0.19000,-1.55689,-0.20671,88.24496,-0.29259,1.80667,0.86930,-2.25434,-1.61012,1.08533,-0.44760
0.20000,-1.55821,-0.04093,88.24174,-0.34256,1.81603,0.97501,-2.27113,-1.70256,1.08137,-0.32904
0.21000,-1.55771,0.15551,88.23811,-0.37079,1.82617,1.01649,-2.28840,-1.70106,1.07875,-0.17797
0.22000,-1.55510,0.37847,88.23432,-0.37384,1.83636,0.98023,-2.30515,-1.59889,1.07781,0.00548
0.23000,-1.55014,0.61986,88.23064,-0.34943,1.84577,0.85676,-2.32037,-1.39916,1.07886,0.21826
0.24000,-1.54270,0.86637,88.22733,-0.29678,1.85350,0.64191,-2.33313,-1.11428,1.08218,0.45307
0.25000,-1.53281,1.09792,88.22470,-0.21744,1.85861,0.33841,-2.34266,-0.76462,1.08793,0.69687
0.26000,-1.52074,1.28654,88.22298,-0.11597,1.86026,-0.04199,-2.34842,-0.37714,1.09611,0.92945
0.27000,-1.50708,1.39605,88.22238,0.00076,1.85777,-0.47594,-2.35020,0.01502,1.10651,1.12309
0.28000,-1.49282,1.38296,88.22300,0.11864,1.85074,-0.92559,-2.34812,0.37237,1.11858,1.24362
0.29000,-1.47942,1.19898,88.22475,0.21706,1.83926,-1.33629,-2.34275,0.64812,1.13139,1.25256
0.30000,-1.46884,0.79483,88.22734,0.26855,1.82402,-1.63521,-2.33516,0.78732,1.14363,1.11017
0.31000,-1.46353,0.12488,88.23013,0.23727,1.80655,-1.73141,-2.32701,0.72629,1.15359,0.77847
0.32000,-1.46634,-0.84758,88.23209,0.07706,1.78939,-1.51770,-2.32064,0.39281,1.15920,0.22404
0.33000,-1.48048,-2.14459,88.23167,-0.26588,1.77620,-0.87451,-2.31915,-0.29192,1.15807,-0.57898
0.34000,-1.50924,-3.76768,88.22677,-0.85144,1.77190,0.32431,-2.32647,-1.40892,1.14762,-1.64570
0.35000,-1.55583,-5.69223,88.21464,-1.74599,1.78269,2.20404,-2.34733,-3.03400,1.12516,-2.97666
0.36000,-1.62308,-7.86343,88.19185,-3.01552,1.81598,4.88011,-2.38715,-5.22707,1.08808,-4.55394
0.37000,-1.71310,-10.19482,88.15433,-4.72183,1.88029,8.44880,-2.45187,-8.01916,1.03408,-6.33785
0.38000,-1.82698,-12.57029,88.09741,-6.91833,1.98496,12.97793,-2.54754,-11.39870,0.96133,-8.26512
